generic_name,company_name,therapeutic_category,dosage_form,status,availability,package_ndc,initial_posting_date,update_date,update_type,source_id
Lisdexamfetamine Dimesylate Capsule,SpecGx LLC,Psychiatry,Capsule,Current,Unavailable,0406-5117-01,07/14/2023,05/08/2026,Revised,openfda_drug_shortages
Clindamycin Phosphate Injection,Sandoz Inc.,Anti-Infective,Injection,Current,Unavailable,0781-3289-09,03/21/2023,05/11/2026,Revised,openfda_drug_shortages
Lisdexamfetamine Dimesylate Capsule,Apotex Corp.,Psychiatry,Capsule,Current,Available,60505-4740-1,11/01/2023,05/20/2026,Revised,openfda_drug_shortages
"Methylphenidate Film, Extended Release","Noven Pharmaceuticals, Inc.",Psychiatry,"Film, Extended Release",Current,Available,0574-2430-65,02/28/2025,05/07/2026,Reverified,openfda_drug_shortages
Clonazepam Tablet,"Prinston Pharmaceutical, Inc.",Neurology; Pediatric; Psychiatry,Tablet,Current,Available,43547-407-50,03/10/2023,05/05/2026,Reverified,openfda_drug_shortages
Lisdexamfetamine Dimesylate Capsule,"Solco Healthcare US, LLC",Psychiatry,Capsule,Current,Limited Availability,43547-604-10,07/14/2023,05/14/2026,Reverified,openfda_drug_shortages
Bupivacaine Hydrochloride Injection,Kindos Pharmaceuticals Co. Ltd.,Anesthesia,Injection,Current,Limited Availability,71288-723-52,02/20/2018,05/05/2026,Revised,openfda_drug_shortages
Lisdexamfetamine Dimesylate Capsule,"Elite Laboratories, Inc.",Psychiatry,Capsule,Current,Limited Availability,64850-556-01,07/14/2023,05/18/2026,Reverified,openfda_drug_shortages
Docetaxel Injection,Pfizer Inc.,Oncology,Injection,To Be Discontinued,,0409-2026-01,06/24/2025,06/24/2025,New,openfda_drug_shortages
Midazolam Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.",Anesthesia; Neurology,Injection,Current,Available,0641-6059-01,04/02/2020,05/12/2026,Reverified,openfda_drug_shortages
Naltrexone Hydrochloride Tablet,SpecGx LLC,Analgesia/Addiction,Tablet,Resolved,,0406-1170-03,02/29/2024,02/11/2026,Revised,openfda_drug_shortages
Dobutamine Hydrochloride Injection,Baxter Healthcare,Cardiovascular; Pediatric; Renal,Injection,Current,Available,0338-1077-02,11/06/2017,05/16/2026,Reverified,openfda_drug_shortages
Morphine Sulfate Injection,"Hospira, Inc., a Pfizer Company",Analgesia/Addiction,Injection,Current,Limited Availability,0409-1890-01,10/31/2017,05/08/2026,Revised,openfda_drug_shortages
Clonazepam Tablet,"Teva Pharmaceuticals USA, Inc.",Neurology; Pediatric; Psychiatry,Tablet,Current,Available,0093-3213-05,03/10/2023,05/01/2026,Reverified,openfda_drug_shortages
Lisdexamfetamine Dimesylate Capsule,"Elite Laboratories, Inc.",Psychiatry,Capsule,Current,Limited Availability,64850-555-01,07/14/2023,05/18/2026,Reverified,openfda_drug_shortages
Dexmedetomidine Hydrochloride Injection,Pfizer Inc.,Anesthesia,Injection,Current,Available,0409-1434-01,04/10/2020,05/08/2026,Reverified,openfda_drug_shortages
Lorazepam Injection,"Hikma Pharmaceuticals USA, Inc.",Neurology,Injection,Current,Limited Availability,0641-6001-25,09/05/2018,05/12/2026,Reverified,openfda_drug_shortages
Methylprednisolone Acetate Injection,Pfizer Inc.,Rheumatology,Injection,Current,Available,0009-0280-51,12/15/2021,05/08/2026,Reverified,openfda_drug_shortages
Amino Acid Injection,Otsuka ICU Medical LLC,Gastroenterology,Injection,Current,Available,0990-7171-17,12/08/2020,05/15/2026,Revised,openfda_drug_shortages
Methotrexate Sodium Injection,"Hospira, Inc., a Pfizer Company",Rheumatology; Oncology,Injection,Current,Available,61703-350-38,03/13/2023,05/08/2026,Reverified,openfda_drug_shortages
Ceftazidime Injection,"Hospira, Inc., a Pfizer Company",Anti-Infective,Injection,To Be Discontinued,,0409-5093-11,11/14/2025,11/14/2025,New,openfda_drug_shortages
Methotrexate Injection,"Assertio Specialty Pharmaceuticals, LLC",Rheumatology,Injection,To Be Discontinued,,82497-017-04,08/29/2025,08/29/2025,New,openfda_drug_shortages
Dextrose Monohydrate 5% Injection,Otsuka ICU Medical LLC,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Injection,Current,Available,0990-7922-02,02/14/2022,05/15/2026,Revised,openfda_drug_shortages
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Alvogen,Psychiatry,Tablet,Current,Unavailable,47781-176-01,10/12/2022,05/19/2026,Revised,openfda_drug_shortages
Midazolam Hydrochloride Injection,"Fresenius Kabi USA, LLC",Anesthesia; Neurology,Injection,Current,Unavailable,76045-211-20,04/02/2020,04/23/2026,Reverified,openfda_drug_shortages
Dexmedetomidine Hydrochloride Injection,Pfizer Inc.,Anesthesia,Injection,Current,Available,0409-1638-02,04/10/2020,05/08/2026,Reverified,openfda_drug_shortages
Methylprednisolone Acetate Injection,Eugia US LLC,Rheumatology,Injection,Current,Unavailable,55150-314-01,12/15/2021,05/08/2026,Revised,openfda_drug_shortages
Amino Acid Injection,Baxter Healthcare,Gastroenterology,Injection,Current,Available,0338-1130-04,12/08/2020,05/16/2026,Reverified,openfda_drug_shortages
Lisdexamfetamine Dimesylate Capsule,Amneal Pharmaceuticals,Psychiatry,Capsule,Current,Unavailable,65162-023-09,07/14/2023,02/09/2026,Reverified,openfda_drug_shortages
Dextrose Monohydrate 5% Injection,Baxter Healthcare,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Injection,Current,Available,0338-0551-11,02/14/2022,05/16/2026,Reverified,openfda_drug_shortages
"Methylphenidate Hydrochloride Tablet, Extended Release","Vertical Pharmaceuticals, LLC",Psychiatry,Tablet,Current,Available,68025-088-30,07/26/2023,05/18/2026,Reverified,openfda_drug_shortages
Midazolam Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",Anesthesia; Neurology,Injection,Current,Unavailable,0409-2596-05,04/02/2020,05/08/2026,Reverified,openfda_drug_shortages
Dextrose Monohydrate 5% Injection,Otsuka ICU Medical LLC,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Injection,Current,Available,0990-7922-09,02/14/2022,05/15/2026,Revised,openfda_drug_shortages
Metoprolol Tartrate Tablet,Aurobindo Pharma USA,Cardiovascular,Tablet,To Be Discontinued,,65862-064-39,06/03/2025,06/03/2025,New,openfda_drug_shortages
Clonazepam Tablet,Cheplapharm Arzneimittel GmbH,Neurology; Pediatric; Psychiatry,Tablet,Current,Available,61269-620-10,03/10/2023,05/15/2026,Reverified,openfda_drug_shortages
"Methylphenidate Hydrochloride Tablet, Extended Release","Vertical Pharmaceuticals, LLC",Psychiatry,Tablet,Current,Available,68025-095-10,07/26/2023,05/18/2026,Reverified,openfda_drug_shortages
Fentanyl Citrate Injection,"Hikma Pharmaceuticals USA, Inc.",Analgesia/Addiction; Pediatric,Injection,Current,Available,0641-6247-25,12/20/2023,05/12/2026,Reverified,openfda_drug_shortages
Phenobarbital Tablet,"Endo Pharmaceuticals, Inc.",Analgesia/Addiction; Neurology; Other,Tablet,To Be Discontinued,,0603-5166-21,10/31/2025,10/31/2025,New,openfda_drug_shortages
"Potassium Chloride Tablet, Extended Release","Upsher-Smith Laboratories, LLC",Endocrinology/Metabolism; Gastroenterology,Tablet,To Be Discontinued,,0245-5315-15,07/23/2025,07/23/2025,New,openfda_drug_shortages
Flurazepam Hydrochloride Capsule,"Rising Pharma Holdings, Inc.",Neurology; Other,Capsule,Current,Unavailable,0378-4415-01,08/03/2022,01/14/2026,Reverified,openfda_drug_shortages
Peritoneal Dialysis Solution,Fresenius Medical Care North America,Renal,Solution,To Be Discontinued,,46163-212-94,03/10/2026,03/10/2026,New,openfda_drug_shortages
Dexmedetomidine Hydrochloride Injection,Eugia US LLC,Anesthesia,Injection,Current,Available,55150-297-10,04/10/2020,04/08/2026,Reverified,openfda_drug_shortages
Methotrexate Sodium Injection,"Hospira, Inc., a Pfizer Company",Rheumatology; Oncology,Injection,Current,Available,61703-408-25,03/13/2023,05/08/2026,Reverified,openfda_drug_shortages
Dopamine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.",Cardiovascular,Injection,Current,Unavailable,0143-9254-25,11/06/2017,05/12/2026,Reverified,openfda_drug_shortages
Naltrexone Hydrochloride Tablet,"Elite Laboratories, Inc.",Analgesia/Addiction,Tablet,Resolved,,68094-909-30,02/29/2024,02/11/2026,Revised,openfda_drug_shortages
Nebivolol Hydrochloride Tablet,Torrent Pharmaceuticals Limited,Cardiovascular,Tablet,To Be Discontinued,,13668-356-05,03/25/2026,03/25/2026,New,openfda_drug_shortages
"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company",Anesthesia; Pediatric,Injection,Current,Unavailable,0409-3177-01,02/22/2012,05/08/2026,Reverified,openfda_drug_shortages
Naltrexone Hydrochloride Tablet,Chartwell Molecular Holdings LLC,Analgesia/Addiction,Tablet,Resolved,,62135-242-60,02/29/2024,02/11/2026,Revised,openfda_drug_shortages
Cromolyn Sodium Concentrate,Ailex Pharmaceuticals,Pulmonary/Allergy,Concentrate,Current,Limited Availability,76204-025-96,11/03/2023,05/08/2026,Reverified,openfda_drug_shortages
"Methylphenidate Hydrochloride Tablet, Extended Release","Sun Pharmaceutical Industries, Inc.",Psychiatry,Tablet,Current,Unavailable,57664-607-88,07/26/2023,04/17/2026,Revised,openfda_drug_shortages
"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC",Anesthesia; Pediatric,Injection,Current,Available,63323-482-57,10/14/2016,04/23/2026,Reverified,openfda_drug_shortages
Nitroglycerin Injection,Baxter Healthcare,Cardiovascular,Injection,Resolved,,0338-1051-02,10/06/2023,12/15/2025,Revised,openfda_drug_shortages
Obeticholic Acid Tablet,Intercept Pharmaceuticals,Gastroenterology,Tablet,To Be Discontinued,,69516-010-30,09/19/2025,09/19/2025,New,openfda_drug_shortages
Ethinyl Estradiol; Etonogestrel Ring,"Teva Pharmaceuticals USA, Inc.",Reproductive,Ring,To Be Discontinued,,0093-7679-02,06/16/2025,06/16/2025,New,openfda_drug_shortages
Nebivolol Hydrochloride Tablet,Torrent Pharmaceuticals Limited,Cardiovascular,Tablet,To Be Discontinued,,13668-356-90,03/25/2026,03/25/2026,New,openfda_drug_shortages
Desipramine Hydrochloride Tablet,"Avet Pharmaceuticals, Inc.",Psychiatry,Tablet,To Be Discontinued,,23155-583-25,08/12/2025,08/12/2025,New,openfda_drug_shortages
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Epic Pharma, LLC",Psychiatry,Tablet,Current,Available,42806-345-01,10/12/2022,05/18/2026,Reverified,openfda_drug_shortages
Amlodipine Besylate; Hydrochlorothiazide; Olmesartan Medoxomil Tablet,Torrent Pharma Inc.,Cardiovascular,Tablet,To Be Discontinued,,13668-397-90,06/13/2025,06/13/2025,New,openfda_drug_shortages
Omeprazole Delayed Release Capsule,Sandoz Inc.,Gastroenterology,,To Be Discontinued,,0781-2868-10,10/09/2025,10/09/2025,New,openfda_drug_shortages
Phenoxybenzamine Hydrochloride Capsule,Advanz Pharma (US) Corp.,Cardiovascular,Capsule,To Be Discontinued,,59212-001-01,12/01/2025,12/01/2025,New,openfda_drug_shortages
Etomidate Injection,"Mylan Institutional, a Viatris Company",Anesthesia,Injection,Current,Available,67457-903-20,10/05/2022,05/19/2026,Reverified,openfda_drug_shortages
Peginterferon alfa-2a Injection,pharmaand GmbH (pharma&),Antiviral,Injection,Current,Limited Availability,82154-0451-4,01/24/2025,08/19/2025,Revised,openfda_drug_shortages
Dexmedetomidine Hydrochloride Injection,HQ Specialty Pharma,Anesthesia,Injection,Current,Available,44567-603-24,04/10/2020,05/01/2026,Reverified,openfda_drug_shortages
"Methylphenidate Hydrochloride Tablet, Extended Release","Vertical Pharmaceuticals, LLC",Psychiatry,Tablet,Current,Available,68025-096-10,07/26/2023,05/18/2026,Reverified,openfda_drug_shortages
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Aurobindo Pharma USA,Psychiatry,Tablet,Current,Unavailable,13107-069-01,10/12/2022,04/15/2026,Revised,openfda_drug_shortages
Ropivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",Anesthesia,Injection,Current,Unavailable,63323-285-10,03/23/2018,04/23/2026,Reverified,openfda_drug_shortages
Ropivacaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",Anesthesia,Injection,Current,Unavailable,63323-285-61,03/23/2018,04/23/2026,Reverified,openfda_drug_shortages
Hydromorphone Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.",Analgesia/Addiction,Injection,Current,Available,0641-6254-01,11/01/2017,05/12/2026,Reverified,openfda_drug_shortages
Ropivacaine Hydrochloride Injection,InfoRLife SA,Anesthesia,Injection,Current,Available,25021-671-66,03/27/2018,11/13/2025,Reverified,openfda_drug_shortages
Etomidate Injection,Gland Pharma Limited,Anesthesia,Injection,Current,Available,72266-147-10,10/05/2022,04/24/2026,Reverified,openfda_drug_shortages
Methotrexate Sodium Injection,"Hospira, Inc., a Pfizer Company",Rheumatology; Oncology,Injection,Current,Available,61703-124-40,03/13/2023,05/08/2026,Reverified,openfda_drug_shortages
Gemcitabine Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",Oncology,Injection,To Be Discontinued,,0409-0181-25,09/11/2025,09/11/2025,New,openfda_drug_shortages
Pilocarpine Hydrochloride Ophthalmic Solution,AbbVie Inc.,Ophthalmology,Ophthalmic Solution,To Be Discontinued,,0074-7098-05,03/24/2026,03/24/2026,New,openfda_drug_shortages
Quinapril Hydrochloride Tablet,Pfizer Inc.,Cardiovascular,Tablet,To Be Discontinued,,0071-0527-23,10/01/2025,10/01/2025,New,openfda_drug_shortages
Frovatriptan Succinate Tablet,"Endo Pharmaceuticals, Inc.",Neurology,Tablet,To Be Discontinued,,63481-025-09,02/24/2026,02/24/2026,New,openfda_drug_shortages
Ampicillin Sodium Injection,Sandoz Inc.,Anti-Infective,Injection,To Be Discontinued,,0781-9412-92,12/08/2025,12/08/2025,New,openfda_drug_shortages
Dextrose Monohydrate 10% Injection,B. Braun Medical Inc.,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Injection,Current,Available,0264-7520-00,03/01/2022,05/19/2026,Reverified,openfda_drug_shortages
Methylprednisolone Acetate Injection,Amneal Pharmaceuticals,Rheumatology,Injection,Current,Limited Availability,70121-1573-1,12/15/2021,02/09/2026,Revised,openfda_drug_shortages
Hydromorphone Hydrochloride Injection,"Hospira, Inc., a Pfizer Company",Analgesia/Addiction,Injection,Current,Available,0409-2634-50,10/31/2017,05/08/2026,Reverified,openfda_drug_shortages
Pramlintide Acetate Injection,AstraZeneca AB,Endocrinology/Metabolism,Injection,To Be Discontinued,,0310-6627-02,10/27/2025,10/27/2025,New,openfda_drug_shortages
Ramelteon Tablet,Takeda Pharmaceuticals USA Inc.,Psychiatry,Tablet,To Be Discontinued,,64764-805-30,03/19/2026,03/19/2026,New,openfda_drug_shortages
Furosemide Injection,Gland Pharma Limited,Cardiovascular,Injection,Current,Unavailable,25021-311-02,04/07/2020,04/28/2026,Revised,openfda_drug_shortages
Quinapril Hydrochloride Tablet,"Lupin Pharmaceuticals, Inc.",Cardiovascular,Tablet,Current,Unavailable,68180-556-09,01/19/2023,04/29/2026,Reverified,openfda_drug_shortages
Amlodipine Besylate; Benazepril Hydrochloride Capsule,Novartis Pharmaceuticals Corporation,Cardiovascular,Capsule,To Be Discontinued,,0078-0406-05,06/24/2025,06/24/2025,New,openfda_drug_shortages
"Lisdexamfetamine Dimesylate Tablet, Chewable",Novadoz Pharmaceuticals LLC,Psychiatry,"Tablet, Chewable",Current,Available,72205-136-91,07/14/2023,04/02/2026,Reverified,openfda_drug_shortages
Activated Charcoal Oral Suspension,Padagis US LLC,Other,Oral Suspension,To Be Discontinued,,0574-0521-25,05/15/2026,05/15/2026,New,openfda_drug_shortages
Quinapril/Hydrochlorothiazide Tablet,Aurobindo Pharma USA,Cardiovascular,Tablet,Current,Unavailable,65862-162-90,01/19/2023,04/15/2026,Reverified,openfda_drug_shortages
Ropivacaine Hydrochloride Injection,InfoRLife SA,Anesthesia,Injection,Current,Available,25021-671-87,03/27/2018,11/13/2025,Reverified,openfda_drug_shortages
Hydrocortisone Sodium Succinate Injection,"Hospira, Inc., a Pfizer Company",Pulmonary/Allergy; Dermatology; Endocrinology/Metabolism; Gastroenterology; Hematology; Neurology; Oncology; Ophthalmology; Pediatric; Renal; Rheumatology,Injection,Resolved,,0009-0825-01,03/24/2023,02/24/2026,Revised,openfda_drug_shortages
Riluzole Oral Suspension,"EDW Pharma, Inc. (formerly Italfarmaco Pharma, Inc.)",Neurology,Oral Suspension,Current,Available,70726-0305-1,01/26/2024,05/15/2026,Reverified,openfda_drug_shortages
Dextrose Monohydrate 70% Injection,Baxter Healthcare,Endocrinology/Metabolism; Gastroenterology; Other; Pediatric,Injection,Current,Available,0338-0719-06,10/11/2024,05/16/2026,Reverified,openfda_drug_shortages
Meperidine Hydrochloride Injection,"Hikma Pharmaceuticals USA, Inc.",Analgesia/Addiction,Injection,Current,Unavailable,0641-6054-25,05/30/2025,05/12/2026,Reverified,openfda_drug_shortages
Levothyroxine Sodium Tablet,"EMD Serono, Inc.",Endocrinology/Metabolism,Tablet,To Be Discontinued,,72305-100-90,07/10/2025,07/10/2025,New,openfda_drug_shortages
Sufentanil Citrate Injection,"Hikma Pharmaceuticals USA, Inc.",Analgesia/Addiction; Pediatric,Injection,Current,Unavailable,17478-050-05,05/03/2022,05/12/2026,Reverified,openfda_drug_shortages
Atropine Sulfate Injection,Accord Healthcare Inc.,Anesthesia; Neurology; Pediatric,Injection,Current,Limited Availability,16729-484-45,01/01/2020,05/01/2026,Revised,openfda_drug_shortages
Lidocaine Hydrochloride Injection,"Fresenius Kabi USA, LLC",Anesthesia; Pediatric,Injection,Current,Available,63323-486-27,02/22/2012,04/23/2026,Reverified,openfda_drug_shortages
Sterile Water Injection,"Fresenius Kabi USA, LLC",Other,Injection,Current,Available,63323-185-20,11/23/2021,04/23/2026,Reverified,openfda_drug_shortages
Hydrochlorothiazide Capsule,"Teva Pharmaceuticals USA, Inc.",Cardiovascular,Capsule,To Be Discontinued,,0591-0347-01,11/19/2025,11/19/2025,New,openfda_drug_shortages
Methylprednisolone Acetate Injection,Pfizer Inc.,Rheumatology,Injection,Current,Available,0009-3073-23,12/15/2021,05/08/2026,Reverified,openfda_drug_shortages
Insulin Lispro Injection,Eli Lilly and Co.,Endocrinology/Metabolism,Injection,To Be Discontinued,,0002-8213-05,10/24/2025,10/24/2025,New,openfda_drug_shortages
Sodium Bicarbonate Injection,"Exela Pharma Sciences, LLC",Endocrinology/Metabolism; Gastroenterology; Pediatric,Injection,Current,Available,51754-5001-5,07/24/2017,05/15/2026,Reverified,openfda_drug_shortages
Atropine Sulfate Injection,"Medefil, Inc.",Anesthesia; Neurology; Pediatric,Injection,Current,Available,64253-400-91,01/01/2012,05/15/2026,Reverified,openfda_drug_shortages
Ketorolac Tromethamine Injection,Sagent Pharmaceuticals,Analgesia/Addiction,Injection,Current,Available,25021-700-01,03/26/2018,04/23/2026,Reverified,openfda_drug_shortages
Sodium Acetate Injection,"Hospira, Inc., a Pfizer Company",Endocrinology/Metabolism; Gastroenterology; Pediatric; Total Parenteral Nutrition,Injection,Current,Limited Availability,0409-3299-06,02/03/2016,05/08/2026,Reverified,openfda_drug_shortages
