organization_name,claim_type,year,county,urban_rural,doi_region,cah_flag,amb_flag,hospital_pct_medicare,claims,urf_pct_medicare,payer_min,payer_median,payer_max,source_id
AdventHealth Littleton,Outpatient,2021,Arapahoe,Urban,Denver,0,0,2.6015,8669,2.3417,2.5878,2.4991,0.3654,civhc_rbp_fy26
Alpine Surgery Center,Outpatient,2021,Gunnison,Rural,West,0,1,2.8658,122,2.7793,2.0322,2.6902,1.0511,civhc_rbp_fy26
Ambulatory Surgery Center Lone Tree,Outpatient,2022,Arapahoe,Urban,Denver,0,1,0.9727,208,2.3542,2.5388,2.528,0.5187,civhc_rbp_fy26
Arapahoe Surgicenter,Outpatient,2022,Arapahoe,Urban,Denver,0,1,3.3069,1385,2.3542,2.5388,2.528,0.0022,civhc_rbp_fy26
Arkansas Valley Regional Medical Center,Inpatient,2022,Otero,Rural,East,1,0,1.2024,47,1.2105,1.2024,1.6034,0.0007,civhc_rbp_fy26
Aspen Valley Hospital District,Inpatient/Outpatient Combined,2021,Pitkin,Rural,West,1,0,1.0036,11365,2.2831,1.0036,2.2483,0.1798,civhc_rbp_fy26
Aspen Valley Hospital District,Inpatient/Outpatient Combined,2024,Pitkin,Rural,West,1,0,1.2371,9717,2.5642,1.2371,2.4831,0.1854,civhc_rbp_fy26
Aurora Endoscopy Surgicenter,Outpatient,2021,Arapahoe,Urban,Denver,0,1,2.9633,841,2.3417,2.5878,2.4991,1.5148,civhc_rbp_fy26
Aurora Endoscopy Surgicenter,Outpatient,2024,Arapahoe,Urban,Denver,0,1,2.8189,809,2.4045,2.6401,2.524,0.9667,civhc_rbp_fy26
Banner Fort Collins Medical Center,Inpatient,2023,Larimer,Urban,Ft. Collins,0,0,1.0303,361,2.0765,2.0765,1.9517,0.0014,civhc_rbp_fy26
Banner Fort Collins Medical Center,Inpatient/Outpatient Combined,2021,Larimer,Urban,Ft. Collins,0,0,1.8277,3633,2.9294,2.9294,2.2969,0.1082,civhc_rbp_fy26
Banner Fort Collins Medical Center,Outpatient,2023,Larimer,Urban,Ft. Collins,0,0,2.9827,3096,2.8627,2.8627,2.4647,0.0077,civhc_rbp_fy26
Banner McKee Medical Center,Inpatient/Outpatient Combined,2023,Larimer,Urban,Ft. Collins,0,0,2.699,3265,2.7432,2.7432,2.3251,0.0085,civhc_rbp_fy26
Banner North Colorado Medical Center,Inpatient/Outpatient Combined,2022,Weld,Urban,Greeley,0,0,2.2871,6537,2.5344,2.5344,2.3666,0.0441,civhc_rbp_fy26
Banner North Colorado Medical Center,Outpatient,2023,Weld,Urban,Greeley,0,0,2.7374,5908,2.9683,2.9683,2.4647,0.0943,civhc_rbp_fy26
Belmar Ambulatory Surgical Center,Outpatient,2023,Jefferson,Urban,Denver,0,1,1.2375,81,2.2485,2.426,2.4647,0.0029,civhc_rbp_fy26
Belmar Ambulatory Surgical Center,Outpatient,2024,Jefferson,Urban,Denver,0,1,1.2145,70,2.4045,2.5063,2.524,0.7803,civhc_rbp_fy26
Black Canyon Surgical Center,Outpatient,2023,Montrose,Rural,West,0,1,1.6124,586,2.9891,4.2666,2.8358,0.001,civhc_rbp_fy26
Boulder Community Health,Inpatient,2021,Boulder,Urban,Boulder,0,0,1.9464,952,1.6794,1.6794,1.9401,0.0009,civhc_rbp_fy26
Boulder Community Health,Inpatient/Outpatient Combined,2021,Boulder,Urban,Boulder,0,0,2.0356,45912,1.8368,1.8368,2.2969,0.0969,civhc_rbp_fy26
Boulder Community Musculoskeletal Surgery Center,Outpatient,2021,Boulder,Urban,Boulder,0,1,1.9392,834,2.0417,2.0417,2.4991,1.3056,civhc_rbp_fy26
Clear Creek Surgery Center,Outpatient,2022,Jefferson,Urban,Denver,0,1,1.3415,374,2.3542,2.3461,2.528,0.0011,civhc_rbp_fy26
Clear Creek Surgery Center,Outpatient,2023,Jefferson,Urban,Denver,0,1,1.2573,379,2.2485,2.426,2.4647,0.0009,civhc_rbp_fy26
Colorado Urologic Surgery Center - Lone Tree,Outpatient,2023,Douglas,Urban,Denver,0,1,2.1427,599,2.2485,2.2354,2.4647,0.0017,civhc_rbp_fy26
CommonSpirit - Penrose Hospital,Inpatient,2023,El Paso,Urban,Colorado Springs,0,0,1.9221,1771,1.9349,1.9349,1.9517,0.1816,civhc_rbp_fy26
CommonSpirit - Penrose Hospital,Outpatient,2023,El Paso,Urban,Colorado Springs,0,0,2.7118,13973,2.5173,2.5332,2.4647,0.0202,civhc_rbp_fy26
CommonSpirit Longmont United Hospital,Inpatient,2021,Boulder,Urban,Boulder,0,0,1.6577,261,1.6794,1.6794,1.9401,0.8293,civhc_rbp_fy26
CommonSpirit Longmont United Hospital,Inpatient,2022,Boulder,Urban,Boulder,0,0,1.5707,167,1.6805,1.6805,1.99,0.0001,civhc_rbp_fy26
CommonSpirit Mercy Hospital,Inpatient,2023,La Plata,Rural,West,0,0,1.754,436,1.7735,1.7698,1.6874,0.2617,civhc_rbp_fy26
CommonSpirit Mercy Hospital,Inpatient/Outpatient Combined,2022,La Plata,Rural,West,0,0,2.7569,14698,2.3988,2.7452,2.3417,0.1175,civhc_rbp_fy26
CommonSpirit St. Anthony Hospital,Inpatient/Outpatient Combined,2021,Jefferson,Urban,Denver,0,0,2.5435,9483,2.1842,2.5482,2.2969,0.5949,civhc_rbp_fy26
CommonSpirit St. Anthony North Hospital,Inpatient,2022,Broomfield,Urban,Denver,0,0,1.8217,604,2.0119,1.8217,1.99,0.0006,civhc_rbp_fy26
CommonSpirit St. Anthony Summit Medical Center,Outpatient,2021,Summit,Rural,West,0,0,5.0162,4999,2.7793,4.8218,2.6902,1.3758,civhc_rbp_fy26
CommonSpirit St. Anthony Summit Medical Center,Outpatient,2022,Summit,Rural,West,0,0,4.9129,4700,2.8235,4.6584,2.7132,0.1249,civhc_rbp_fy26
CommonSpirit St. Elizabeth Hospital,Inpatient,2022,Morgan,Rural,East,0,0,1.2978,52,1.2105,1.2499,1.6034,0.4869,civhc_rbp_fy26
CommonSpirit St. Elizabeth Hospital,Inpatient/Outpatient Combined,2022,Morgan,Rural,East,0,0,3.5491,2063,2.1472,2.7541,2.3417,0.2178,civhc_rbp_fy26
CommonSpirit St. Elizabeth Hospital,Outpatient,2024,Morgan,Rural,East,0,0,5.0446,2459,2.4156,3.2045,2.891,2.0097,civhc_rbp_fy26
CommonSpirit St. Francis Hospital,Inpatient/Outpatient Combined,2022,El Paso,Urban,Colorado Springs,0,0,3.2772,44,2.4589,2.4585,2.3666,1.3907,civhc_rbp_fy26
CommonSpirit St. Francis Hospital - Interquest,Outpatient,2024,El Paso,Urban,Colorado Springs,0,0,3.7132,740,2.5757,2.5887,2.524,0.0027,civhc_rbp_fy26
CommonSpirit St. Mary-Corwin Hospital,Outpatient,2022,Pueblo,Urban,Pueblo,0,0,3.5514,6036,3.4625,3.4625,2.528,0.0417,civhc_rbp_fy26
CommonSpirit St. Mary-Corwin Hospital,Outpatient,2023,Pueblo,Urban,Pueblo,0,0,3.4988,5760,3.4403,3.4403,2.4647,0.0922,civhc_rbp_fy26
CommonSpirit St. Thomas More Hospital,Inpatient/Outpatient Combined,2024,Fremont,Rural,East,1,0,5.2041,2792,2.2207,5.2,2.4831,1.2621,civhc_rbp_fy26
CommonSpirit St. Thomas More Hospital,Outpatient,2023,Fremont,Rural,East,0,0,1.7204,40,2.3176,5.0737,2.8358,0.0204,civhc_rbp_fy26
CommonSpirit St. Thomas More Hospital,Outpatient,2024,Fremont,Rural,East,0,0,6.5264,1309,2.4156,5.4084,2.891,1.2621,civhc_rbp_fy26
Crown Point Surgery Center,Outpatient,2024,Douglas,Urban,Denver,0,1,2.0213,504,2.4045,2.3549,2.524,0.2405,civhc_rbp_fy26
Delta Health,Inpatient,2021,Delta,Rural,West,0,0,1.699,88,1.5537,1.699,1.5263,0.0001,civhc_rbp_fy26
Delta Health,Outpatient,2024,Delta,Rural,West,0,0,3.1132,7353,3.0338,3.1132,2.891,1.074,civhc_rbp_fy26
Denver Diagnostic Ambulatory Surgery Center,Outpatient,2022,Arapahoe,Urban,Denver,0,1,0.6741,78,2.3542,2.5388,2.528,0.0073,civhc_rbp_fy26
Denver Health,Inpatient/Outpatient Combined,2023,Denver,Urban,Denver,0,0,0.7377,86176,2.1927,1.7678,2.3251,0.0051,civhc_rbp_fy26
Denver Surgicenter,Outpatient,2024,Denver,Urban,Denver,0,1,2.8334,1424,2.4045,1.9042,2.524,1.2206,civhc_rbp_fy26
Denver West Endoscopy Center,Outpatient,2023,Jefferson,Urban,Denver,0,1,2.0148,1377,2.2485,2.426,2.4647,0.0022,civhc_rbp_fy26
East Morgan County Hospital,Inpatient,2021,Morgan,Rural,East,1,0,1.1413,43,1.3842,1.4155,1.5263,0.759,civhc_rbp_fy26
East Morgan County Hospital,Inpatient/Outpatient Combined,2024,Morgan,Rural,East,1,0,1.6481,2403,2.2207,2.5632,2.4831,0.0909,civhc_rbp_fy26
Endoscopy Center of Grand Junction,Outpatient,2023,Mesa,Urban,Grand Junction,0,1,1.7908,1717,3.7218,3.7218,2.4647,0.004,civhc_rbp_fy26
Endoscopy Center of the Rockies - Lafayette,Outpatient,2021,Boulder,Urban,Boulder,0,1,3.5379,1031,2.0417,2.0417,2.4991,0.0014,civhc_rbp_fy26
Endoscopy Center of the Rockies - Lafayette,Outpatient,2022,Boulder,Urban,Boulder,0,1,3.4666,1041,2.169,2.169,2.528,0.2,civhc_rbp_fy26
Family Health West,Outpatient,2021,Mesa,Urban,Grand Junction,1,0,1.8833,3863,3.2289,3.2289,2.4991,0.0477,civhc_rbp_fy26
Flatirons Surgery Center,Outpatient,2021,Douglas,Urban,Denver,0,1,1.9089,513,2.3417,2.2521,2.4991,0.001,civhc_rbp_fy26
Flatirons Surgery Center,Outpatient,2023,Douglas,Urban,Denver,0,1,1.54,292,2.2485,2.2354,2.4647,0.0513,civhc_rbp_fy26
Front Range Orthopedic Surgery Center,Outpatient,2021,Boulder,Urban,Boulder,0,1,1.0385,318,2.0417,2.0417,2.4991,0.6544,civhc_rbp_fy26
Golden Ridge Ambulatory Surgery Center,Outpatient,2024,Jefferson,Urban,Denver,0,1,1.716,839,2.4045,2.5063,2.524,0.1386,civhc_rbp_fy26
Grand River Hospital District,Inpatient,2021,Garfield,Rural,West,1,0,1.973,39,1.5537,2.3281,1.5263,0.0004,civhc_rbp_fy26
Grand River Hospital District,Inpatient/Outpatient Combined,2021,Garfield,Rural,West,1,0,1.614,10093,2.2831,2.8485,2.2483,0.0087,civhc_rbp_fy26
Greenwood Ambulatory Surgery Center - Greenwood Village,Outpatient,2021,Arapahoe,Urban,Denver,0,1,2.2686,688,2.3417,2.5878,2.4991,0.0031,civhc_rbp_fy26
Greenwood Ambulatory Surgery Center - Lakewood,Outpatient,2022,Jefferson,Urban,Denver,0,1,2.9498,90,2.3542,2.3461,2.528,0.0031,civhc_rbp_fy26
Healthone Ridge View Endoscopy Center - Englewood,Outpatient,2022,Arapahoe,Urban,Denver,0,1,3.2265,1605,2.3542,2.5388,2.528,0.0024,civhc_rbp_fy26
Heart of the Rockies Regional Medical Center,Inpatient,2021,Chaffee,Rural,East,1,0,1.3498,74,1.3842,1.3498,1.5263,0.0032,civhc_rbp_fy26
Insight Surgery Center,Outpatient,2022,Douglas,Urban,Denver,0,1,0.877,344,2.3542,2.204,2.528,0.2175,civhc_rbp_fy26
Intermountain Health Platte Valley Hospital,Inpatient/Outpatient Combined,2021,Adams,Urban,Denver,0,0,2.5352,5326,2.1842,2.6347,2.2969,0.2211,civhc_rbp_fy26
Intermountain Health Platte Valley Hospital,Inpatient/Outpatient Combined,2023,Adams,Urban,Denver,0,0,2.5621,6543,2.1927,2.6515,2.3251,0.1941,civhc_rbp_fy26
Intermountain Health Platte Valley Hospital,Outpatient,2021,Adams,Urban,Denver,0,0,3.1429,5006,2.3417,2.9458,2.4991,0.2693,civhc_rbp_fy26
Intermountain Health Saint Joseph Hospital,Inpatient,2022,Denver,Urban,Denver,0,0,1.7506,5076,2.0119,1.8302,1.99,0.0099,civhc_rbp_fy26
Intermountain Health St. Mary's Medical Center,Inpatient/Outpatient Combined,2022,Mesa,Urban,Grand Junction,0,0,3.1242,18413,3.086,3.086,2.3666,0.0709,civhc_rbp_fy26
Kaiser Foundation Health Plan of Colorado - Lone Tree,Outpatient,2024,Douglas,Urban,Denver,0,1,0.2701,3149,2.4045,2.3549,2.524,0.0286,civhc_rbp_fy26
Keefe Memorial Hospital,Inpatient/Outpatient Combined,2021,Cheyenne,Rural,East,1,0,3.2435,893,2.1124,3.2435,2.2483,0.0171,civhc_rbp_fy26
Kit Carson County Health Services District,Inpatient/Outpatient Combined,2023,Kit Carson,Rural,East,1,0,1.6821,2170,2.1433,1.6821,2.4878,0.0424,civhc_rbp_fy26
Lafayette Surgery Center,Outpatient,2022,Boulder,Urban,Boulder,0,1,1.5415,103,2.169,2.169,2.528,1.3436,civhc_rbp_fy26
Lincoln Surgery Center,Outpatient,2021,Douglas,Urban,Denver,0,1,2.0349,330,2.3417,2.2521,2.4991,0.0009,civhc_rbp_fy26
Lincoln Surgery Center,Outpatient,2022,Douglas,Urban,Denver,0,1,1.6459,227,2.3542,2.204,2.528,0.0484,civhc_rbp_fy26
Littleton Day Surgery Center,Outpatient,2021,Arapahoe,Urban,Denver,0,1,1.1527,59,2.3417,2.5878,2.4991,0.001,civhc_rbp_fy26
Littleton Day Surgery Center,Outpatient,2024,Arapahoe,Urban,Denver,0,1,1.0766,98,2.4045,2.6401,2.524,0.6273,civhc_rbp_fy26
Lone Tree Surgery Center,Outpatient,2023,Douglas,Urban,Denver,0,1,1.0637,1044,2.2485,2.2354,2.4647,0.0111,civhc_rbp_fy26
Loveland Endoscopy Center,Outpatient,2022,Larimer,Urban,Ft. Collins,0,1,1.4632,1884,2.9914,2.9914,2.528,0.0023,civhc_rbp_fy26
Lutheran Campus Ambulatory Surgery Center,Outpatient,2022,Jefferson,Urban,Denver,0,1,1.3993,809,2.3542,2.3461,2.528,0.0103,civhc_rbp_fy26
Melissa Memorial Hospital,Inpatient/Outpatient Combined,2023,Phillips,Rural,East,1,0,1.4966,1300,2.1433,1.4112,2.4878,0.0117,civhc_rbp_fy26
Melissa Memorial Hospital,Outpatient,2021,Phillips,Rural,East,1,0,1.3504,1659,2.3528,1.2474,2.6902,0.0069,civhc_rbp_fy26
Memorial Regional Health,Inpatient/Outpatient Combined,2022,Moffat,Rural,West,0,0,1.78,2288,2.3988,1.78,2.3417,0.0405,civhc_rbp_fy26
Memorial Regional Health,Outpatient,2021,Moffat,Rural,West,0,0,1.5875,2213,2.7793,1.5875,2.6902,0.0372,civhc_rbp_fy26
Middle Park Health - Granby,Inpatient/Outpatient Combined,2021,Grand,Rural,West,1,0,1.7839,883,2.2831,1.7865,2.2483,0.006,civhc_rbp_fy26
Middle Park Health - Kremmling,Outpatient,2022,Grand,Rural,West,1,0,1.9616,2892,2.8235,1.9894,2.7132,0.183,civhc_rbp_fy26
Middle Park Health - Kremmling,Outpatient,2023,Grand,Rural,West,1,0,1.9052,3383,2.9891,1.8989,2.8358,0.1579,civhc_rbp_fy26
Mile High Surgicenter,Outpatient,2021,Arapahoe,Urban,Denver,0,1,1.5629,311,2.3417,2.5878,2.4991,0.3715,civhc_rbp_fy26
Montrose Regional Health,Inpatient/Outpatient Combined,2021,Montrose,Rural,West,0,0,3.6976,14065,2.2831,3.6976,2.2483,0.0981,civhc_rbp_fy26
Montrose Regional Health,Inpatient/Outpatient Combined,2023,Montrose,Rural,West,0,0,4.2182,13258,2.5901,4.2182,2.4878,0.0068,civhc_rbp_fy26
Mountain Vista Orthopaedic Surgery Center,Outpatient,2023,Weld,Urban,Greeley,0,1,1.7293,603,2.9683,2.9683,2.4647,0.0006,civhc_rbp_fy26
National Jewish Health,Inpatient/Outpatient Combined,2024,Denver,Urban,Denver,0,0,2.6235,12706,2.3072,1.8564,2.3717,0.6066,civhc_rbp_fy26
North Care Ambulatory Surgery Center,Outpatient,2022,El Paso,Urban,Colorado Springs,0,1,1.245,164,2.6399,2.6428,2.528,0.5156,civhc_rbp_fy26
North Suburban Medical Center,Inpatient,2023,Adams,Urban,Denver,0,0,1.6085,714,1.941,2.2969,1.9517,0.0009,civhc_rbp_fy26
Northglenn Endoscopy Center,Outpatient,2024,Adams,Urban,Denver,0,1,1.939,1351,2.4045,3.0768,2.524,0.7156,civhc_rbp_fy26
Novamed Surgery Center of Denver,Outpatient,2021,Arapahoe,Urban,Denver,0,1,1.1297,371,2.3417,2.5878,2.4991,0.0589,civhc_rbp_fy26
Orthopedic Center of Colorado at Iverness,Outpatient,2024,Arapahoe,Urban,Denver,0,1,1.6686,524,2.4045,2.6401,2.524,0.6227,civhc_rbp_fy26
Parkwest Surgery Center,Outpatient,2022,Pueblo,Urban,Pueblo,0,1,0.8445,183,3.4625,3.4625,2.528,0.3162,civhc_rbp_fy26
Pioneers Medical Center,Inpatient/Outpatient Combined,2022,Rio Blanco,Rural,West,1,0,2.0404,2368,2.3988,1.4814,2.3417,0.079,civhc_rbp_fy26
Presbyterian/St. Luke's Medical Center,Outpatient,2021,Denver,Urban,Denver,0,0,3.06,12021,2.3417,1.9352,2.4991,0.1816,civhc_rbp_fy26
Pueblo Ambulatory Surgery Center,Outpatient,2024,Pueblo,Urban,Pueblo,0,1,1.763,48,3.7342,3.7342,2.524,1.1329,civhc_rbp_fy26
Rangely District Hospital,Inpatient/Outpatient Combined,2023,Rio Blanco,Rural,West,1,0,0.7987,1200,2.5901,1.2629,2.4878,0.0117,civhc_rbp_fy26
Rangely District Hospital,Inpatient/Outpatient Combined,2024,Rio Blanco,Rural,West,1,0,0.837,1148,2.5642,1.3524,2.4831,0.0015,civhc_rbp_fy26
Rangely District Hospital,Outpatient,2021,Rio Blanco,Rural,West,1,0,0.7827,975,2.7793,1.2341,2.6902,0.0129,civhc_rbp_fy26
Redlands Mesa Surgery Center,Outpatient,2021,Mesa,Urban,Grand Junction,0,1,1.2006,87,3.2289,3.2289,2.4991,0.0041,civhc_rbp_fy26
Rocky Mountain Endoscopy Center - Lakewood,Outpatient,2023,Jefferson,Urban,Denver,0,1,2.1241,47,2.2485,2.426,2.4647,1.3812,civhc_rbp_fy26
Rocky Mountain Endoscopy Center - Thornton,Outpatient,2023,Adams,Urban,Denver,0,1,2.6811,2688,2.2485,2.9273,2.4647,0.4378,civhc_rbp_fy26
Rocky Mountain Laser and Surgery Center,Outpatient,2024,Pueblo,Urban,Pueblo,0,1,1.2172,115,3.7342,3.7342,2.524,0.5834,civhc_rbp_fy26
Rocky Mountain Surgery Center,Outpatient,2024,Arapahoe,Urban,Denver,0,1,1.7858,833,2.4045,2.6401,2.524,0.7865,civhc_rbp_fy26
Rose Medical Center,Inpatient,2024,Denver,Urban,Denver,0,0,1.4994,1984,1.9574,1.6515,1.9367,0.8213,civhc_rbp_fy26
Rose Medical Center,Inpatient/Outpatient Combined,2024,Denver,Urban,Denver,0,0,2.0359,13018,2.3072,1.8564,2.3717,1.3539,civhc_rbp_fy26
Rose Medical Center,Outpatient,2022,Denver,Urban,Denver,0,0,3.0034,11567,2.3542,1.8823,2.528,0.0531,civhc_rbp_fy26
Saint Joseph East Campus Ambulatory Surgical Center,Outpatient,2024,Denver,Urban,Denver,0,1,1.4955,518,2.4045,1.9042,2.524,0.3245,civhc_rbp_fy26
San Luis Valley Health,Inpatient/Outpatient Combined,2021,Alamosa,Rural,East,0,0,2.3672,6245,2.1124,2.3672,2.2483,0.1743,civhc_rbp_fy26
San Luis Valley Health,Outpatient,2023,Alamosa,Rural,East,0,0,2.488,6791,2.3176,2.488,2.8358,0.0058,civhc_rbp_fy26
Sedgwick County Health Center,Inpatient/Outpatient Combined,2022,Sedgwick,Rural,East,1,0,1.2111,504,2.1472,1.2111,2.3417,0.0026,civhc_rbp_fy26
Sedgwick County Health Center,Inpatient/Outpatient Combined,2024,Sedgwick,Rural,East,1,0,1.4739,452,2.2207,1.4739,2.4831,0.5441,civhc_rbp_fy26
Sky Ridge Medical Center,Inpatient,2023,Douglas,Urban,Denver,0,0,1.8612,3634,1.941,1.886,1.9517,0.1347,civhc_rbp_fy26
Sky Ridge Medical Center,Inpatient/Outpatient Combined,2021,Douglas,Urban,Denver,0,0,2.269,18351,2.1842,2.2152,2.2969,0.1426,civhc_rbp_fy26
Sky Ridge Surgery Center,Outpatient,2022,Douglas,Urban,Denver,0,1,1.6698,990,2.3542,2.204,2.528,0.2,civhc_rbp_fy26
Skyline Surgery Center,Outpatient,2022,Pueblo,Urban,Pueblo,0,1,1.0625,30,3.4625,3.4625,2.528,0.2,civhc_rbp_fy26
Skyline Surgery Center,Outpatient,2023,Pueblo,Urban,Pueblo,0,1,0.977,59,3.4403,3.4403,2.4647,0.6789,civhc_rbp_fy26
Southwest Endoscopy Center,Outpatient,2024,La Plata,Rural,West,0,1,1.6431,244,3.0338,2.8762,2.891,0.881,civhc_rbp_fy26
Southwest Health System,Outpatient,2024,Montezuma,Rural,West,1,0,1.9968,3159,3.0338,1.9968,2.891,0.1665,civhc_rbp_fy26
St. Vincent Health,Outpatient,2024,Lake,Rural,West,1,0,0.9383,802,3.0338,0.9383,2.891,0.6098,civhc_rbp_fy26
Sterling Regional MedCenter,Inpatient,2021,Logan,Rural,East,0,0,1.1291,124,1.3842,1.1291,1.5263,1.022,civhc_rbp_fy26
Sterling Regional MedCenter,Inpatient,2023,Logan,Rural,East,0,0,0.6685,56,1.2034,0.6685,1.6874,0.5653,civhc_rbp_fy26
Sterling Regional MedCenter,Outpatient,2024,Logan,Rural,East,0,0,3.603,2785,2.4156,3.603,2.891,0.5156,civhc_rbp_fy26
Surgery Center of Fort Collins,Outpatient,2021,Larimer,Urban,Ft. Collins,0,1,1.2019,397,2.9767,2.9767,2.4991,0.2406,civhc_rbp_fy26
Surgery Center of Loveland,Outpatient,2021,Larimer,Urban,Ft. Collins,0,1,1.1234,287,2.9767,2.9767,2.4991,0.0012,civhc_rbp_fy26
Surgical Center of Peak Endoscopy,Outpatient,2022,El Paso,Urban,Colorado Springs,0,1,1.1232,478,2.6399,2.6428,2.528,0.3,civhc_rbp_fy26
Swedish Medical Center,Outpatient,2023,Arapahoe,Urban,Denver,0,0,2.889,11665,2.2485,2.4517,2.4647,0.0446,civhc_rbp_fy26
Telluride Medical Center,Outpatient,2024,San Miguel,Rural,West,0,0,1.7774,190,3.0338,1.7774,2.891,1.0858,civhc_rbp_fy26
UCHealth Broomfield Hospital,Inpatient/Outpatient Combined,2021,Jefferson,Urban,Denver,0,0,2.5846,2857,2.1842,2.5482,2.2969,0.0206,civhc_rbp_fy26
UCHealth Grandview Hospital,Inpatient,2021,El Paso,Urban,Colorado Springs,0,0,1.5845,52,1.947,1.9486,1.9401,0.001,civhc_rbp_fy26
UCHealth Highlands Ranch Hospital,Inpatient,2022,Douglas,Urban,Denver,0,0,1.9434,861,2.0119,1.8649,1.99,1.154,civhc_rbp_fy26
UCHealth Highlands Ranch Hospital,Inpatient/Outpatient Combined,2022,Douglas,Urban,Denver,0,0,2.3821,9310,2.284,2.2702,2.3666,0.7879,civhc_rbp_fy26
UCHealth Highlands Ranch Hospital,Inpatient/Outpatient Combined,2024,Douglas,Urban,Denver,0,0,2.4329,10821,2.3072,2.3331,2.3717,1.8223,civhc_rbp_fy26
UCHealth Highlands Ranch Hospital,Outpatient,2022,Douglas,Urban,Denver,0,0,2.9096,8449,2.3542,2.204,2.528,0.1283,civhc_rbp_fy26
UCHealth Longs Peak Hospital,Inpatient,2023,Weld,Urban,Greeley,0,0,1.9279,505,1.8989,1.8989,1.9517,0.4159,civhc_rbp_fy26
UCHealth Longs Peak Hospital,Inpatient/Outpatient Combined,2021,Weld,Urban,Greeley,0,0,2.537,16935,2.59,2.59,2.2969,0.1341,civhc_rbp_fy26
UCHealth Longs Peak Hospital,Outpatient,2024,Weld,Urban,Greeley,0,0,3.2076,17387,2.9093,2.9093,2.524,0.6246,civhc_rbp_fy26
UCHealth Medical Center of the Rockies,Inpatient,2023,Larimer,Urban,Ft. Collins,0,0,2.4608,1152,2.0765,2.0765,1.9517,1.8995,civhc_rbp_fy26
UCHealth Medical Center of the Rockies,Inpatient,2024,Larimer,Urban,Ft. Collins,0,0,2.3506,1176,2.0148,2.0148,1.9367,1.3136,civhc_rbp_fy26
UCHealth Medical Center of the Rockies,Inpatient/Outpatient Combined,2024,Larimer,Urban,Ft. Collins,0,0,2.7962,21072,2.6442,2.6442,2.3717,1.4626,civhc_rbp_fy26
UCHealth Memorial Hospital,Inpatient,2021,El Paso,Urban,Colorado Springs,0,0,1.8748,2073,1.947,1.9486,1.9401,0.0657,civhc_rbp_fy26
UCHealth Parkview Medical Center,Inpatient,2021,Pueblo,Urban,Pueblo,0,0,2.0972,968,2.0631,2.0631,1.9401,0.1654,civhc_rbp_fy26
UCHealth Poudre Valley Hospital,Inpatient,2024,Larimer,Urban,Ft. Collins,0,0,1.9085,1322,2.0148,2.0148,1.9367,0.547,civhc_rbp_fy26
UCHealth Poudre Valley Hospital,Inpatient/Outpatient Combined,2021,Larimer,Urban,Ft. Collins,0,0,3.0437,50757,2.9294,2.9294,2.2969,0.3522,civhc_rbp_fy26
UCHealth Poudre Valley Hospital,Inpatient/Outpatient Combined,2022,Larimer,Urban,Ft. Collins,0,0,3.0163,42432,2.8913,2.8913,2.3666,0.2938,civhc_rbp_fy26
UCHealth University of Colorado Hospital,Inpatient/Outpatient Combined,2022,Adams,Urban,Denver,0,0,2.9598,103093,2.284,2.858,2.3666,0.2383,civhc_rbp_fy26
UCHealth University of Colorado Hospital,Outpatient,2021,Adams,Urban,Denver,0,0,2.8047,105285,2.3417,2.9458,2.4991,0.1977,civhc_rbp_fy26
UCHealth University of Colorado Hospital,Outpatient,2022,Adams,Urban,Denver,0,0,3.2399,101137,2.3542,3.2477,2.528,0.2337,civhc_rbp_fy26
UCHealth Yampa Valley Medical Center,Inpatient,2021,Routt,Rural,West,0,0,1.5431,197,1.5537,1.5431,1.5263,0.9848,civhc_rbp_fy26
UCHealth Yampa Valley Medical Center,Inpatient/Outpatient Combined,2022,Routt,Rural,West,0,0,2.6769,15050,2.3988,2.6769,2.3417,0.1505,civhc_rbp_fy26
UCHealth Yampa Valley Medical Center,Outpatient,2023,Routt,Rural,West,0,0,3.3447,15078,2.9891,3.1952,2.8358,0.1367,civhc_rbp_fy26
Urology Surgery Center of Colorado,Outpatient,2023,Denver,Urban,Denver,0,1,2.0173,796,2.2485,1.722,2.4647,0.0013,civhc_rbp_fy26
Vail Health Hospital,Inpatient,2024,Eagle,Rural,West,0,0,1.2442,173,1.5961,1.2442,1.5378,0.6849,civhc_rbp_fy26
Vail Health Hospital,Outpatient,2021,Eagle,Rural,West,0,0,3.1519,12791,2.7793,3.9793,2.6902,0.7653,civhc_rbp_fy26
Vail Valley Surgery Center - Edwards,Outpatient,2021,Eagle,Rural,West,0,1,5.1634,2524,2.7793,3.9793,2.6902,2.7431,civhc_rbp_fy26
Vail Valley Surgery Center - Edwards,Outpatient,2022,Eagle,Rural,West,0,1,5.0827,2468,2.8235,4.1645,2.7132,2.3106,civhc_rbp_fy26
Valley View Hospital,Inpatient/Outpatient Combined,2022,Garfield,Rural,West,0,0,3.3942,17321,2.3988,2.7545,2.3417,0.6145,civhc_rbp_fy26
Valley View Hospital,Outpatient,2021,Garfield,Rural,West,0,0,3.8051,18569,2.7793,3.0031,2.6902,0.2344,civhc_rbp_fy26
Weisbrod Memorial County Hospital,Inpatient/Outpatient Combined,2023,Kiowa,Rural,East,1,0,0.6269,544,2.1433,0.6269,2.4878,0.3535,civhc_rbp_fy26
